longitude,latitude,age,rooms,bedrooms,population,households,income,value
-118.08,34.13,46,1238,147,377,145,8.4546,500001
-118.11,34.14,44,3298,615,1417,643,4.1324,434800
-118.16,34.14,27,1551,254,816,233,8.2435,500001
-118.16,34.13,36,4003,647,1337,631,7.723,500001
-118.14,34.13,49,4438,803,1650,741,5.1072,479700
-118.15,34.13,34,824,224,430,213,3.6389,215000
-118.11,34.12,52,2954,371,1152,347,11.5609,500001
-118.14,34.11,52,2742,422,1153,414,8.1124,500001
-118.1,34.13,44,1917,265,754,257,12.4237,500001
-118.09,34.12,38,2638,432,1284,433,5.4536,342700
-118.08,34.13,28,4465,985,2273,949,3.5671,228500
-118.08,34.12,34,2921,641,1541,562,3.6827,264100
-118.08,34.1,32,2830,645,1500,527,3.0819,214600
-118.09,34.11,36,2966,527,1231,482,4.6442,316800
-118.1,34.1,52,1788,313,792,294,3.75,280000
-118.13,34.1,19,2742,756,1396,703,2.5663,197500
-118.15,34.12,36,6119,1513,2719,1402,3.8427,319700
-118.15,34.12,49,1789,288,848,311,6.0199,500000
-118.17,34.11,26,4971,996,2370,932,4.9676,381400
-118.15,34.08,44,1053,251,941,256,3.125,205600
-118.14,34.09,38,1745,457,1547,460,2.85,219000
-118.14,34.08,24,3988,1098,2909,1034,2.7036,170000
-118.13,34.08,40,1931,449,1367,446,2.575,228400
-118.1,34.1,29,1937,448,1352,433,3.81,234600
-118.07,34.1,34,2253,522,1262,511,3.4375,259800
-118.09,34.08,33,1430,344,1165,328,3.0357,206000
-118.13,34.08,35,2517,662,1883,607,2.5787,223000
-118.13,34.07,32,1880,428,1404,424,3.085,220500
-118.11,34.06,18,2609,721,2221,703,2.3224,192300
-118.14,34.06,37,1339,258,706,238,4.7569,253800
-118.15,34.05,33,3287,649,1783,653,3.8472,293300
-118.13,34.05,35,3229,616,1879,595,3.9531,268400
-118.14,34.05,39,1880,367,954,349,3.875,236400
-118.11,34.06,16,2416,565,1750,514,2.8229,163700
-118.1,34.08,21,1349,352,1188,330,2.5,182100
-118.11,34.05,23,3436,565,1729,529,5.9941,266700
-118.15,34.04,33,818,195,664,198,2.1944,203300
-118.14,34.04,43,1949,464,1216,457,3.3214,209300
-118,33.95,35,1431,210,505,213,6.8109,401000
-117.99,33.97,18,4078,484,1490,482,10.8034,500001
-118.03,34.01,10,6531,1036,2975,1018,6.2319,403700
-118.06,34.01,34,1962,396,1488,332,3.9091,155100
-118.09,34,36,1722,353,1174,335,3.045,160600
-118.09,33.99,34,1369,270,1005,272,3.692,172600
-118.08,33.98,36,1492,282,1041,270,4.0677,165800
-118.08,34,32,1165,358,997,361,0.9817,166300
-118.03,33.97,39,2126,434,1103,433,3.2852,196200
-118.03,33.97,22,2185,623,1644,606,2.593,192000
-118.02,33.95,38,2139,426,1138,412,4.2917,168900
-118.05,33.98,34,2142,390,1305,406,4.0379,172800
-118.06,33.97,39,1639,300,988,309,3.9612,175800
-118.08,33.97,35,825,155,590,144,4.6333,161200
-118.1,33.97,35,2426,529,2010,514,2.9922,163500
-118.1,33.98,34,1357,310,1042,287,3.4083,156700
-118.11,33.97,33,2125,500,1672,476,3.6397,166600
-118.11,33.98,36,446,108,410,117,3.3942,147200
-118.09,33.95,36,1991,396,1306,403,4.5,166600
-118.1,33.96,38,1657,335,1195,309,4.1711,160100
-118.08,33.96,35,2104,399,1659,387,4.0096,165000
-118.05,33.93,35,2107,480,2241,443,3.1513,150000
-118.03,33.92,30,1414,332,1307,315,3,158300
-118.02,33.93,35,2400,398,1218,408,4.1312,193800
-117.98,33.94,32,2562,491,1222,446,4.0985,226200
-117.99,33.93,33,2299,431,1049,447,3.6458,208100
-118.01,33.94,35,1323,235,807,247,4.2708,174800
-117.99,33.93,36,1287,233,779,229,4.8523,175800
-118,33.93,35,802,153,445,150,5.0077,185000
-118,33.92,26,2830,399,1204,404,6.1273,289600
-118,33.9,35,1942,332,1127,325,4.5144,206300
-118.02,33.91,35,1337,234,692,235,5.1155,213700
-118.09,34.02,28,1984,313,1099,343,4.5526,250200
-118.1,34.01,23,1724,576,1336,542,1.3365,183300
-118.15,34.02,43,2172,605,2386,597,2.8239,150600
-118.16,34.04,45,332,70,302,60,3.1895,156300
-118.16,34.04,22,2991,791,2486,754,1.5078,181900
-118.16,34.04,38,1076,286,1535,323,2.7026,145000
-118.17,34.04,38,385,102,402,95,1.625,129700
-118.17,34.04,46,705,167,655,149,3.5938,141100
-118.17,34.05,35,1256,294,2990,302,3.1528,121800
-118.18,34.05,52,1070,231,925,220,1.825,133000
-118.19,34.04,34,1011,274,1164,262,2.8542,146900
-118.18,34.03,40,2631,698,2920,677,2.0764,145600
-118.18,34.03,44,1629,420,1893,387,2.2991,137500
-118.16,34.03,45,894,231,925,222,2.6042,145000
-118.13,34.02,36,984,275,1024,284,2.125,153500
-118.13,34.01,45,1179,268,736,252,2.7083,161800
-118.15,33.98,17,3361,925,3264,914,2.2813,145600
-118.23,33.99,37,378,176,714,156,2.1912,112500
-118.23,33.98,30,2562,959,3909,955,1.9929,150600
-118.22,33.98,32,2643,737,2784,711,2.5352,184400
-118.23,33.98,35,1366,496,2160,497,2.2059,150000
-118.2,33.99,31,1186,387,2087,409,1.9132,154600
-118.2,33.98,43,1091,320,1418,316,2.1522,159400
-118.19,33.97,30,1790,556,1827,520,1.7562,181300
-118.17,33.98,41,428,111,585,139,3.1786,132100
-118.17,33.98,36,627,177,834,175,2.9844,163600
-118.15,33.97,32,1174,373,1758,361,2.4263,158100
-118.16,33.97,30,2419,715,3208,719,2.1743,176000
-118.14,33.97,31,2064,612,2461,573,2.0524,160800
-118.16,33.97,13,221,63,286,64,1.9063,175000
-118.17,33.96,29,2913,787,3803,740,2.5556,146500
-118.18,33.96,20,427,118,402,105,1.4167,137500
-118.19,33.96,28,3507,969,3740,970,2.0162,142000
-118.22,33.97,43,381,67,259,60,3.0313,166100
-118.23,33.96,44,3186,876,3913,842,3.0143,148200
-118.23,33.97,47,932,295,1226,264,1.6065,111400
-118.24,33.97,37,1053,263,1354,292,2.5833,112500
-118.25,33.97,39,1346,380,1520,356,1.1635,108700
-118.25,33.97,38,1231,346,1217,354,1.8661,106600
-118.25,33.96,42,1326,295,918,258,2.3864,98800
-118.25,33.95,48,1766,424,1655,420,0.9751,95500
-118.22,33.96,36,1542,458,1711,468,1.9028,164200
-118.22,33.96,35,1437,474,2113,484,2.6179,158800
-118.21,33.96,43,1686,446,1590,474,2.3241,159300
-118.21,33.95,35,2134,650,2248,587,2.2988,153400
-118.19,33.95,42,2309,685,2609,673,2.7206,162100
-118.18,33.94,44,1337,245,968,240,3.4688,183600
-118.17,33.95,23,1991,584,1380,535,1.9107,181900
-118.17,33.92,36,2447,503,1532,498,4.3667,171800
-118.17,33.92,43,2099,398,1276,387,3.1528,166800
-118.21,33.94,34,892,318,1443,341,2.1903,162500
-118.23,33.93,37,239,49,308,52,1.4028,105400
-118.25,33.93,38,180,43,246,56,2.85,90000
-118.25,33.92,44,1737,363,1184,343,2.5363,95900
-118.27,33.91,32,2238,471,1292,467,1.1705,110600
-118.27,33.87,21,6108,1130,3244,1113,4.2768,181400
-118.25,33.9,42,1386,320,1163,319,2.4271,89500
-118.24,33.91,38,745,152,721,160,1.875,102900
-118.23,33.91,33,677,182,984,174,2.5893,88900
-118.23,33.91,34,789,200,1041,191,3.119,90300
-118.22,33.92,32,1263,333,1789,346,1.9957,89300
-118.2,33.9,26,1000,275,1178,263,2.12,105000
-118.2,33.92,39,1050,217,895,207,3.1538,155600
-118.19,33.9,36,1073,271,1385,288,2.3214,104800
-118.19,33.9,32,2762,652,2677,632,2.5719,105600
-118.19,33.9,36,2326,543,2073,494,1.9952,112900
-118.22,33.89,41,990,228,776,207,2.125,120200
-118.23,33.89,16,5003,1180,4145,1159,2.1389,133400
-118.22,33.91,27,500,159,732,162,2.7426,103100
-118.25,33.9,37,2119,442,1372,406,1.9605,106200
-118.23,33.84,25,1106,207,888,216,5.3307,207000
-118.24,33.83,22,7368,1367,4721,1342,4.8438,213100
-118.28,33.84,27,2326,533,1697,546,3.8633,187900
-118.29,33.84,11,2274,617,1897,622,3.5094,162900
-118.27,33.81,10,1881,571,1769,553,3.9286,114000
-118.27,33.84,24,6303,1277,3728,1252,3.9227,208600
-118.09,33.92,31,1983,419,1157,390,3.5455,168300
-118.11,33.92,34,1414,263,983,264,4.1767,156600
-118.12,33.96,38,2105,348,956,350,4.4125,246000
-118.12,33.94,33,2394,576,1166,548,2.7317,264700
-118.13,33.93,38,2040,458,1775,445,3.5227,202400
-118.14,33.94,35,2987,601,1561,606,4.0039,226500
-118.12,33.91,35,620,122,381,124,3.7917,183900
-118.09,33.91,36,1442,271,990,268,4.0517,162200
-118.07,33.91,29,2387,570,1978,548,3.1957,159200
-118.08,33.89,28,1035,275,1545,269,3.0357,123400
-118.08,33.9,42,1768,372,1155,368,3.558,161100
-118.1,33.9,43,1237,243,776,246,4.325,166000
-118.1,33.89,35,994,203,602,185,3.5865,178000
-118.11,33.9,35,1323,269,1084,240,5.0753,178000
-118.11,33.9,36,1347,278,748,278,5.1423,183100
-118.14,33.9,26,2145,471,1150,429,3.5972,225800
-118.14,33.91,34,1766,410,974,404,3.0703,180800
-118.16,33.91,35,1403,338,1415,367,3.0967,144000
-118.17,33.91,37,1499,288,1237,344,3.9333,162300
-118.16,33.89,38,483,113,389,108,2.1859,143800
-118.15,33.89,30,4426,995,4196,921,3.274,148300
-118.14,33.89,33,2867,786,1774,705,2.9292,183400
-118.12,33.89,29,2666,848,2030,781,2.5432,180900
-118.13,33.89,29,2823,737,1723,678,2.7121,165500
-118.04,33.86,21,2870,437,1671,470,7.2628,322700
-118.06,33.85,16,4851,726,2527,704,6.0142,437400
-118.1,33.88,18,8046,1221,4276,1228,6.5515,319600
-118.09,33.85,19,8120,1371,5026,1345,6.3093,286500
-118.09,33.87,31,3498,728,2098,697,3.9837,246000
-118.09,33.84,23,4412,910,2380,825,4.54,213100
-118.08,33.85,22,1055,204,682,216,6,191300
-118.08,33.83,30,2188,556,2727,525,2.7759,136800
-118.15,33.86,36,1578,312,827,311,4.8942,194100
-118.19,33.87,35,1769,436,1166,386,2.875,178300
-118.19,33.86,46,1824,438,1200,451,3.4375,156700
-118.17,33.87,48,2258,509,1395,492,3.765,164800
-118.18,33.86,39,2925,732,1702,642,2.375,160800
-118.1,33.85,28,2825,470,1352,469,5.2639,242000
-118.11,33.85,36,887,163,482,157,4.125,219500
-118.1,33.84,36,1557,270,697,251,4.5417,219600
-118.11,33.84,37,1588,272,692,245,4.8594,220300
-118.11,33.84,36,1756,297,798,287,5.5581,218300
-118.14,33.84,44,3043,619,1316,607,4.4286,254900
-118.19,33.84,44,2731,577,1396,555,4.1771,219100
-118.18,33.85,30,2548,717,2086,700,0.7007,134400
-118.17,33.83,45,1808,315,800,302,4.8693,277700
-118.2,33.82,43,1758,347,954,312,5.2606,198900
-118.21,33.82,43,1005,199,723,191,4.3424,162500
-118.22,33.8,36,1285,347,1291,337,3.7708,157100
-118.19,33.79,43,1823,600,2339,560,1.6792,130600
-118.16,33.79,25,5463,1265,3010,1179,3.233,199100
-118.13,33.83,45,3087,574,1474,567,5.5196,227600
-118.11,33.82,36,1999,390,887,379,3.8162,221900
-118.1,33.83,36,2000,343,956,352,5.3735,234400
-118.12,33.81,36,2565,458,1155,443,4.6087,224600
-118.13,33.81,37,1228,237,572,242,4.325,223900
-118.13,33.82,36,665,114,273,112,3.7321,223700
-118.09,33.81,36,1371,250,666,257,5.0795,243300
-118.11,33.8,35,1034,180,444,177,5.4602,231600
-118.13,33.78,31,3039,739,1199,697,3.7232,500001
-118.14,33.79,23,2573,688,1478,604,3.4833,209400
-118.14,33.78,44,2101,496,1038,500,3.108,217900
-118.16,33.79,25,3742,1180,3916,1063,2.4,153700
-118.17,33.79,30,1349,519,2646,552,1.9318,115900
-118.18,33.78,36,1697,550,1379,434,1.2746,129700
-118.19,33.79,30,3107,994,3543,850,1.9387,141700
-118.21,33.79,44,121,29,153,30,2.1964,150000
-118.19,33.76,25,1442,392,632,385,4.6629,162500
-118.18,33.77,39,1645,547,1339,499,1.5536,155000
-118.18,33.78,52,1180,381,1046,332,1.5603,162500
-118.19,33.78,31,1648,484,898,457,1.5844,162500
-118.19,33.78,42,1021,300,533,187,1.8036,175000
-118.17,33.78,44,2364,746,3184,672,1.918,147500
-118.17,33.77,39,2953,878,1379,785,2.1378,180400
-118.17,33.77,12,4409,1401,3068,1262,2.2808,154700
-118.18,33.77,37,2653,754,1087,698,2.3523,325000
-118.16,33.77,38,3235,769,1284,752,2.9384,304100
-118.16,33.78,39,4075,1085,2470,1025,2.3317,222500
-118.15,33.78,13,3056,861,1600,824,3.3003,207800
-118.16,33.72,29,2743,708,1059,651,3.625,500000
-118.14,33.76,50,2960,761,1179,718,3.5214,398100
-118.33,33.34,52,2359,591,1100,431,2.8333,414700
-118.3,33.95,36,1786,418,1367,393,1.5078,99600
-118.29,33.94,38,2407,630,1774,562,1.5615,108600
-118.3,33.94,36,3504,862,2521,836,2.5679,114900
-118.29,33.94,32,2701,708,1880,590,1.6716,123800
-118.31,33.94,44,1854,367,976,335,3.6583,126700
-118.31,33.94,40,1917,438,1021,383,2.2448,175000
-118.31,33.94,40,1323,243,684,229,3.2206,145800
-118.31,33.93,42,1173,201,602,186,5.5787,142000
-118.33,33.94,31,3757,1102,3288,964,1.9309,137500
-118.32,33.96,47,1297,292,704,264,3.3214,166500
-118.35,33.97,33,1495,474,1272,447,2.0694,143500
-118.36,33.96,37,2146,573,2009,592,3.6583,177300
-118.36,33.94,33,939,284,1309,250,3.4063,152300
-118.35,33.94,36,2225,601,2755,610,2.5547,150400
-118.35,33.93,31,2746,697,1973,598,3.5139,192800
-118.36,33.92,26,3695,1144,2308,1009,2.6667,229300
-118.36,33.93,19,3103,918,2033,738,2.6961,212500
-118.36,33.9,42,1935,388,1136,379,4.74,230000
-118.35,33.91,25,1884,554,1337,549,2.8512,272800
-118.36,33.91,36,2064,474,1366,421,4.1,243100
-118.33,33.91,39,1224,312,1106,333,3.3491,181800
-118.29,33.92,34,1799,362,1293,355,3.692,145200
-118.29,33.89,33,2138,567,1072,528,2.7428,208900
-118.3,33.88,30,1348,333,885,322,3.2574,195300
-118.32,33.89,44,1300,252,695,249,5.1669,220600
-118.35,33.89,29,2940,708,2175,684,3.6486,229000
-118.35,33.9,22,1127,287,697,241,3.3971,220300
-118.36,33.88,28,1313,319,827,308,2.65,260800
-118.35,33.89,25,1769,440,1371,414,3.0833,232700
-118.3,33.74,40,1896,416,950,383,2.425,255000
-118.4,33.92,25,1453,271,695,283,5.9499,345800
-118.4,33.93,35,2217,447,1000,450,4.7319,376100
-118.38,33.89,35,1778,330,732,312,6.5745,379300
-118.36,33.88,44,1362,237,709,247,4.4271,336200
-118.38,33.88,27,3039,606,1421,564,5.5771,345500
-118.36,33.87,17,1082,291,598,281,3.9868,281900
-118.38,33.86,29,2787,475,1182,444,6.7613,352700
-118.39,33.88,31,1448,244,607,259,8.1513,500001
-118.4,33.88,36,3022,482,1278,494,7.2651,500001
-118.41,33.88,43,2492,449,1033,437,7.9614,500001
-118.4,33.87,26,6712,1441,2803,1394,5.2276,434500
-118.38,33.85,31,3533,729,1647,679,5.5843,384600
-118.38,33.83,20,2270,498,1070,521,4.4615,384800
-118.32,33.87,28,3763,762,1967,724,5.3244,271900
-118.31,33.87,27,3348,695,1545,625,4.7543,296300
-118.34,33.87,28,2948,566,1445,524,5.3743,286500
-118.36,33.86,37,1249,218,583,214,5.7422,330700
-118.36,33.85,34,1086,197,509,158,6.1133,349300
-118.36,33.84,35,1577,279,743,274,5.7654,343000
-118.36,33.83,35,1378,247,645,217,5.9143,343400
-118.33,33.83,5,13038,2679,5272,2523,5.5023,286400
-118.32,33.85,42,3146,770,1859,740,3.5073,234800
-118.31,33.82,35,3462,814,1902,700,3.402,279900
-118.37,33.82,36,2463,447,1125,424,6.0176,352700
-118.36,33.82,36,1083,187,522,187,5.7765,339500
-118.36,33.81,25,9042,2022,4458,1944,4.5592,378800
-118.37,33.81,36,1283,209,563,209,6.9296,500001
-118.39,33.81,35,1008,165,391,167,3.7778,487500
-118.34,33.8,34,1730,427,1008,393,3.9408,327700
-118.31,33.78,30,4573,819,2411,819,3.5804,383800
-118.36,33.79,34,5166,704,2071,668,8.3609,500001
-118.38,33.8,36,4421,702,1433,624,8.0838,500001
-118.42,33.78,36,2093,303,802,300,8.0957,500001
-118.34,33.76,34,5586,674,1871,636,15.0001,500001
-118.39,33.71,18,1193,233,475,228,7.5594,500001
-118.34,34.09,37,1442,501,998,503,2.4432,200000
-118.36,34.09,36,1616,465,773,429,2.6,313600
-118.36,34.09,33,3463,1170,1845,1134,2.0205,243800
-118.37,34.09,33,3180,865,1347,841,4.0651,500001
-118.4,34.08,52,3815,439,1266,413,15.0001,500001
-118.38,34.06,52,1311,217,578,205,7.6771,500001
-118.41,34.06,43,2665,556,1015,506,4.1411,500001
-118.5,34.03,52,1711,245,671,242,7.7572,500001
-118.52,34.02,24,7418,1755,2713,1577,5.0867,500001
-118.49,34.02,28,2545,752,1548,679,2.9125,475000
-118.47,34.03,31,2642,681,1303,625,3.5987,340500
-118.48,34.02,22,1249,483,1106,481,2.5261,375000
-118.48,34.02,29,1585,542,1019,487,2.7072,375000
-118.48,34.01,40,2198,611,1023,567,3.755,398300
-118.46,34.01,48,1640,322,664,301,4,500001
-118.46,34.01,46,1379,239,688,269,6.8901,500001
-118.38,34.01,18,9528,2075,3922,1920,4.7612,304100
-118.4,34.01,44,1494,262,618,266,5.4035,356300
-118.4,34,34,1816,335,872,339,4.85,329400
-118.41,34.01,33,3306,974,2475,924,2.8797,285300
-118.42,34,33,1139,299,734,257,3.2708,325000
-118.43,34,37,1340,358,1008,340,3.7614,314300
-118.34,33.99,48,1172,205,497,190,3.825,183000
-118.35,34,40,2894,395,1063,409,6.939,372000
-118.59,34.11,35,2396,472,1054,457,6.4504,407000
-118.63,34.11,35,3795,690,1521,653,5.8735,448100
-118.67,34.16,17,16544,2206,6214,2118,9.1228,500001
-118.12,34.69,17,2479,390,1219,363,4.6417,125700
-118.14,34.68,33,2815,485,1447,489,4.2679,119600
-118.16,34.68,17,2994,832,1571,695,2.5902,85400
-118.14,34.71,32,1164,248,588,270,1.1917,86900
-118.14,34.7,12,1984,614,1071,574,1.2532,102100
-118.16,34.6,2,11008,1549,4098,1367,6.4865,204400
-118.15,34.59,33,2111,429,1067,397,3.7344,111400
-118.22,34.63,4,14348,2145,5839,1806,5.3799,222400
-118.21,34.64,16,2573,427,1273,426,5.9508,181100
-118.07,34.58,34,3416,601,1929,567,4.0147,107400
-118.06,34.58,36,1493,258,899,260,3.86,109300
-118.07,34.56,5,10264,1821,5871,1790,4.2329,145500
-118.22,34.52,7,4524,735,2298,717,6.5538,311600
-117.96,34.48,32,1896,342,806,299,4.5769,159400
-118.52,34.46,5,15341,2527,7270,2320,6.1281,236200
-118.54,34.37,27,2051,301,917,287,7.6059,323700
-118.55,34.37,21,7010,1063,3331,1038,6.776,278100
-119.53,37.34,26,4047,702,571,199,2.3482,179500
-119.66,37.39,10,2106,410,1003,397,2.7813,124100
-120.35,37.04,37,1495,292,858,275,2.9306,46300
-120.43,36.99,16,1027,199,673,193,2.9688,63800
-120.06,36.95,24,646,134,454,149,2.125,61900
-120.04,36.93,11,3606,699,2074,644,2.6941,63300
-120.09,37,11,3761,675,2374,673,3.4598,74600
-120.02,36.95,25,2115,482,1976,474,1.8431,53900
-119.87,36.93,13,1429,209,702,205,4.3625,111800
-119.98,36.9,26,1284,239,820,254,2.5833,62300
-120.13,36.87,32,2089,468,1765,427,2.234,61700
-122.54,38.14,16,4431,603,1659,630,7.5412,392100
-122.6,38.11,19,1752,328,873,336,3.8068,201600
-122.55,38.07,5,1495,235,555,201,6.7232,345000
-122.53,38.01,16,1495,292,472,284,3.4432,67500
-122.44,38.03,13,4284,1042,2146,937,4.1289,179200
-122.54,38,28,3416,826,1694,800,3.18,277000
-122.52,37.98,31,6555,1571,2962,1464,2.8903,324200
-122.54,37.98,52,1758,316,607,264,5.5083,371900
-122.55,37.99,34,3306,555,1398,585,4.8993,319900
-122.54,37.97,39,4193,762,1833,737,5.6263,352100
-122.64,38.01,36,1199,232,551,229,3.7321,266700
-122.61,37.99,40,7737,1488,3108,1349,4.4375,289600
-122.59,38.01,35,8814,1307,3450,1258,6.1724,414300
-122.58,37.98,52,1180,216,467,197,4.9615,292200
-122.52,37.95,33,4448,631,1675,628,7.8904,468800
-122.53,37.95,22,7446,1979,2980,1888,3.5838,271300
-122.53,37.92,42,1741,301,723,306,5.5379,410500
-122.53,37.93,37,1722,352,648,337,4.125,310300
-122.52,37.92,47,793,163,334,151,5.8509,317800
-122.5,37.92,32,2639,415,1013,408,6.1632,349200
-122.5,37.91,31,7001,1282,2755,1267,5.4851,441100
-122.49,37.89,23,1650,403,541,336,6.0238,500001
-122.53,37.91,37,2524,398,999,417,7.9892,500001
-122.52,37.9,16,1704,402,689,348,4.4239,267100
-122.56,37.9,36,1760,283,562,246,6.7546,402400
-122.47,37.85,19,1926,593,881,546,2.9145,140400
-122.48,37.85,42,6297,1307,2096,1205,6.4752,500001
-122.49,37.85,38,240,29,63,34,12.2547,500001
-122.68,38.07,26,1445,244,510,207,5.6305,430000
-119.64,37.61,30,2857,661,291,135,2.6838,164600
-123.15,39.74,23,608,143,281,108,2.9306,70000
-123.24,39.81,25,1435,304,746,259,1.7788,57900
-123.58,39.66,15,1839,489,887,332,2.2429,100000
-123.8,39.47,28,2492,507,1202,460,2.7857,150300
-123.79,39.44,16,2017,423,1177,414,3.2171,116200
-123.35,39.42,18,1619,346,904,295,2.1625,77200
-123.23,39.33,20,804,121,448,140,3.9632,147100
-123.22,39.28,16,5569,1106,3148,1088,3.1455,142900
-123.21,39.2,17,3145,693,1560,647,2.2926,149300
-123.19,39.21,22,1542,291,821,285,3.5917,118800
-123.2,39.23,26,786,168,494,161,2.3583,105400
-123.69,38.9,17,2206,478,1140,428,2.1985,95300
-123.54,39.17,18,2251,510,1032,369,2.2946,101000
-123.36,39.01,35,1551,321,857,288,2.7232,115400
-123.21,39.18,17,2772,576,1501,584,2.6275,142100
-123.21,39.07,17,1890,342,877,312,3.7833,159800
-123.21,39.15,52,1370,258,617,228,2.55,112900
-123.17,39.18,14,2240,327,1030,308,5.9585,214900
-123.1,38.97,36,1211,247,697,251,2.5761,94900
-120.79,37.43,17,2534,517,1764,502,2.8519,80700
-120.69,37.4,46,860,130,496,147,3.5167,137500
-120.72,37.38,22,1311,319,1455,340,2.2813,67300
-120.64,37.38,21,3157,637,2268,620,2.567,70400
-120.62,37.37,8,2608,428,1530,435,3.968,102100
-120.6,37.34,34,1830,431,1304,415,2.1182,68900
-120.57,37.35,18,704,176,520,154,3.003,101300
-120.5,37.37,18,8606,1678,5303,1644,2.4012,79700
-120.49,37.32,13,3474,927,2149,821,1.9528,85300
-120.48,37.31,42,2361,512,1684,511,2.355,75600
-120.5,37.31,36,2162,433,1048,451,2.6797,81800
-120.49,37.3,50,985,309,621,250,1.3125,60900
-120.48,37.29,17,2266,693,3200,664,1.5635,60400
-120.47,37.28,19,1548,319,1227,309,1.7756,73300
-120.46,37.29,30,2972,635,1940,590,2.3594,72300
-120.31,37.29,40,1542,341,1283,341,1.6929,55900
-121,37.25,31,1923,341,806,349,3.1738,97600
-120.65,37.09,22,886,173,595,161,2.4398,150000
-120.63,36.98,20,2380,489,1581,505,2.0595,61300
-120.08,41.79,34,1355,262,434,178,2.0903,56100
-119.3,38.26,19,3325,660,750,286,2.9509,114800
-118.96,37.64,11,3934,697,901,345,4.2381,242700
-119.02,37.64,14,5919,1278,265,112,3.2431,221400
-118.98,37.65,18,1795,416,483,208,4.5375,169800
-118.99,37.65,20,2474,625,338,141,5.01,195500
-118.99,37.63,10,7744,1573,483,224,3.2917,231800
-121.62,36.74,30,1337,253,838,247,5.0374,165400
-121.61,36.67,39,3260,821,3130,793,2.5224,119200
-121.62,36.67,31,2697,690,2220,665,2.5329,135200
-121.66,36.69,6,10613,2485,7249,2375,3.7912,168900
-121.72,36.81,18,1984,379,1078,359,3.2969,229900
-121.64,36.82,18,1819,283,919,295,4.1696,222500
-121.6,36.81,18,1575,230,751,219,5.2203,286500
-121.7,36.67,37,641,129,458,142,3.3456,252600
-121.69,36.62,19,1907,323,681,270,6.0332,244900
-121.59,36.55,34,737,140,362,138,5.1788,270000
-121.42,36.57,13,2685,621,2474,573,2.8775,134100
-121.32,36.43,22,2927,637,2546,618,2.7153,114300
-121.33,36.43,40,622,194,902,196,2.625,109100
-121.26,36.32,30,146,41,164,40,2.3,206300
-121.24,36.33,13,1642,418,1534,388,3.1222,125500
-121.24,36.34,33,1691,308,792,262,2.6648,164600
-121.13,36.21,34,2504,550,1810,547,3.4821,113700
-121.13,36.2,16,1868,443,1323,436,2.9559,163200
-121.2,36.14,12,3738,710,2337,664,3.9647,135000
-121.92,36.55,52,2616,483,582,313,3.275,500001
-121.95,36.59,22,3553,530,1108,441,5.8505,417100
-121.93,36.6,33,3455,683,1704,663,4.0154,225700
-121.92,36.62,52,1001,191,425,184,3.7614,241700
-121.92,36.62,52,867,199,391,187,2.6713,234600
-121.92,36.62,52,728,161,313,142,3.4327,254500
-121.91,36.63,42,817,194,391,193,2.1776,279200
-121.92,36.63,36,877,175,349,168,3.4167,339100
-121.92,36.61,21,1242,340,834,362,2.4922,243800
-121.89,36.59,18,2700,937,1042,744,3.1364,150000
-121.86,36.6,33,1409,307,633,290,3.5568,191200
-121.85,36.59,42,891,203,525,212,3.3156,186300
-121.84,36.59,34,3852,733,1661,696,4.3269,221300
-121.79,36.68,22,6912,1513,3794,1455,3.0608,168300
-121.8,36.72,14,2493,407,1296,418,5.4508,190000
-122.29,38.29,52,3217,742,1670,671,2.4398,163100
-122.3,38.29,40,1739,318,744,312,2.6518,156100
-122.27,38.29,36,1446,306,678,295,2.8409,153000
-122.28,38.3,23,526,152,245,130,2.0134,142500
-122.3,38.31,34,1797,395,1162,407,3.455,137500
-122.31,38.32,33,2463,421,1235,465,3.7045,161500
-122.32,38.32,19,2922,417,1221,442,5.8002,238700
-122.31,38.3,45,3023,659,1789,657,3.6039,126000
-122.31,38.27,34,1748,284,783,303,4.3585,194400
-122.23,38.33,31,3440,574,1538,537,5.5368,325900
-122.48,38.51,49,1977,393,741,339,3.1312,247600
-122.4,38.53,24,1741,289,564,231,3.6118,248400
-122.26,38.57,22,509,103,139,73,2.1979,152800
-122.59,38.56,43,2088,379,721,293,4.65,245000
-121.07,39.15,15,6828,1319,3002,1318,2.4726,143400
-121.06,39.03,11,1887,303,775,283,3.8417,187200
-121.22,39.11,14,1405,269,660,228,3.0804,156800
-121.21,39.24,7,4194,673,1355,566,4.3702,226100
-121.16,39.18,14,1006,187,462,185,3.1042,152000
-121.09,39.22,25,2200,439,1045,419,2.6042,116700
-121.04,39.22,14,1889,471,853,399,2.25,112500
-121.06,39.29,14,1864,331,894,332,3.4028,171800
-120.91,39.39,16,352,105,226,82,1.6094,79500
-120.09,39.4,17,1076,283,171,64,2.125,83900
-120.17,39.32,14,2421,489,1000,354,3.5652,119800
-120.17,39.33,10,614,141,195,95,0.9283,116300
-117.97,33.93,33,1700,369,981,362,4.5461,194000
-117.96,33.93,31,1471,321,841,330,3.46,232800
-117.95,33.92,13,2312,592,2038,559,3.1378,137000
-117.93,33.93,37,1128,273,931,234,2.8,137500
-117.92,33.93,12,4415,890,1532,854,3.75,166300
-117.9,33.92,27,698,116,391,126,5.9177,267600
-117.89,33.92,34,1473,312,1025,315,3.8333,170400
-117.89,33.92,14,1562,373,609,328,2.3935,125000
